"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Africa Eastern and Southern","AFE","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.594539939871898","0.626100561775394","0.627535313989628","","0.661791789518898","","","0.586779089135084","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","2799998.88112045","1399999.44056022","2799998.88112045","2799998.88112045","2799998.88112045","4199998.32168067","5599997.76224089","2799998.88112045","4199998.32168067","6985476.14225652","10251867.9728003","5773073.196048","7377986.34929872","8305088.20645571","10349999.991","11144831.9736102","10978241.3750546","12920745.019701","19478383.8006111","20176922.1496438","20664645.2906925","19119271.9700498","14761444.3364422","11357359.4320882","13285289.5684024","23549533.6038327","14783768.5050057","42056061.6448521","30598167.9917569","104445468.440819","62848125.6414902","76663057.5750853","79263830.671328","68604359.9001978","107522455.020003","91895364.4398549","88828272.9107402","64143929.8695016","78800884.320691","36980484.6642857","34239386.6243244","43985632.3073441","286890640.851366","160418469.910011","1459554970.85122","169172107.330753","294437435.795326","224715679.576772","182704691.169859","231493187.331627","217655481.227918","233043691.754295","255898164.686341","261945142.247039","227973936.753888","272100027.942006","314212620.696749","242221441.722838","189687895.094133","229153618.159525","309218338.553017","226976532.665081","221689925.592734",
"Africa Eastern and Southern","AFE","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","5599997.76224089","5599997.76224089","8399996.64336134","15399993.8461624","15399993.8461624","26599989.3706442","26599989.3706442","32199987.1328851","37799984.895126","39199984.3356862","46199981.5384874","47527375.6763246","63773980.2137103","78078851.9005019","72148373.0902195","107043108.038023","111424412.832397","147872278.821728","181309089.76823","177728123.571667","220288726.280588","234429968.226397","212926712.018452","220912474.528507","173752336.219322","126039179.160406","134591645.837635","189284510.541472","179288967.013878","162062975.153805","167274402.486613","209382301.388228","180139306.880349","260238512.710708","236955019.516438","393810107.268975","383757638.537913","386585738.585637","343401984.91352","329550880.441077","396370621.588429","458714208.945839","587668629.558654","762154110.037674","1066499126.70048","1260750199.58288","1460854409.25513","1836129108.13431","1913590834.41922","1912270943.60864","2068158357.13598","2218814316.05532","2366000693.41855","2379213510.25123","2368730245.52795","2256460189.76684","2394607876.69803","2552763152.20397","2161657049.07222","1787649494.50884","1695216293.95384","1904570435.71654","1966167041.33798","2172336631.98924","1794366593.25269",
"Afghanistan","AFG","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","",
"Afghanistan","AFG","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","",
"Afghanistan","AFG","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","0","2.73","0.67","4","1","5.5","7.34","6.75","9.15","13.86","14.23","12.5","26.14","27.68","41.62","34.65","27.31","35.01","21.19","59.55","72.4","90.34","139.36","145.71","177.39","169.19","","",
"Afghanistan","AFG","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","643174.51","744281.07","626710.87","433679.25","","","463662.430553814","12809.26","","","","5555.67146925886","335.19545813078","","","","",
"Afghanistan","AFG","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308406.5","94761.12","27577849.86","47084262.04","10738034.5335198","10944020.3116408","107890.10906887","242475.541833949","36802.95","180660.399927953","2402430.87491251","4778790.72133592","6111813.8157338","","","","",
"Africa Western and Central","AFW","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.91600044135743","5.08888515723247","3.81756185044399","4.73497578415452","5.60272241931635","5.41577896697939","","2.96104324732629","3.5508300765959","","",
"Africa Western and Central","AFW","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","753259188","958852388","385473507","468884478","397024156","492364999","374328980","394490526","329276842","","",
"Africa Western and Central","AFW","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1644.63453959234","1760.23249477238","1786.24430323058","1834.9538675682","1776.33218222457","1868.87534834432","2095.6","2329.83","2524.39","2966.44","3235.49","3510.25","3749.59","4459.39","4841.57","5326.41","5198.13","5346.36","6056.44","6326.3","7091.34","7951.93","9461.42","11283.85","13262.46","15600.59","16427.93","","",
"Africa Western and Central","AFW","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.152126966670232","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","41544.686682381","46660.7468989429","41849.6727980134","40703.405884923","44315.2683454892","94019.5816431892","94661.3124054691","22333572.983764","10643797.1740831","7925614.7404677","8628503.09981687","912605.832284441","1963581.88821057","865119.364919978","1142769.84065489","1504663.04723273","1762989.63816211","1308601.1641066","14324879.6176816","1247594.96986943","1228744.24588109","1272432.99464198","366071.378418686","595792.364569888","71788.6974658794","3352321.67087245","2479276.25885428","350001.64605324","887876.728217687","634631.381073453","1439619.4701463","801048.950258312","491936.053197174","1021741.58907344","2570892.27326474","2707809.79758951","3506795.80089912","3900282.89996167","5551862.70189209","6513644.74585879","10149433.3045863","8572491.63501026","9240538.56657786","6365730.12374978","112807609.933521","85700848.05989","55468399.277495","21103957.0338399","36984233.3475308","28328081.1454368","72121.882129079",
"Africa Western and Central","AFW","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","124634.060047143","139982.240696829","125549.01839404","122110.217654769","221576.341727446","3071440.95410797","58650568.4202093","85049182.940837","30592773.9154916","14479603.20155","3249268.77076969","2660288.72814196","4111132.7828705","1466785.37753345","2529399.87322228","1252353.30427846","919342.17383573","1225449.50513456","3766087.24335112","4803075.61950148","1723322.2080514","1787869.35177277","4450062.87347925","8642808.09436441","7558945.356209","11836951.4148913","12565896.594549","8571818.72508944","7642540.62719767","56895380.224489","15260467.6896756","105306761.340253","115950984.454925","219481160.740204","247502232.858802","262738120.496683","266899774.002394","251239858.934064","283984358.688477","278039100.438778","289056236.188106","276882578.310601","273617412.736906","278307225.061396","332642897.405815","509385574.525355","445333612.069564","534125122.116695","537897091.720919","544535889.773847","254818781.62223",
"Angola","AGO","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6044858942473","12.9883050935056","19.3839506955365","23.3127754550372","27.4965016903098","23.3946213847164","16.1269540436105","22.0635039995781","23.4714139423334","",
"Angola","AGO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102003479","101168422","90114520","62390526","79264147","46120730","43596708","77204455","89918197","",
"Angola","AGO","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.4243","","","","","5.20066","","","","","","","","",
"Angola","AGO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4267692565918","","","","","18.9357891082764","","","","","","","","",
"Angola","AGO","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","6","2","","","","","",
"Angola","AGO","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","114","108","","","","","",
"Angola","AGO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.95","7.33","4.11","3.93","6.08","9.58","16.13","5.89","9.73","10.04","12.57","10.16","11.85","13.78","14.68","17.78","21.3","23.85","34.57","32.12","37.81","55.13","29.7","36.39","48.51","42.35","44.99","","",
"Angola","AGO","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0322900004684925","","","","","","","","",
"Angola","AGO","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14100000","18300000","7421000","16587000","5960000","9480000","2790000","15750000","4420000","","","226800000","49430571.11","1339588441.64","12021694.12","12000000","","","","16332320.86","18843635.45","21944072.217","17490960","10997630","11569560","8226880","516010","","","","","12845.3434578",
"Angola","AGO","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290000","1170000","1660000","5630000","430000","","","2495000","3378446.38","1366548.48","1173129.46","470000","20000","6378100","3185000","224315044.600047","212220137.27","252852819.11","264702200","212229720","221726875.72","246614994.79","127168951.47","129608227.29","121666360","222726990","196388850","102707220",
"Albania","ALB","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3281935315116","1.4645172043822","1.01687291597312","0.922637018907313","0.890238022251303","0.257234804303144","1.63419036731371","0.784313365143227","0.0884579218158484","0.0447019828200661","0.128427412960995","0.285854495639881","0.419509988977299","0.0596409977568037","0.682326849473647","",
"Albania","ALB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10128936","14074208","11890517","10014580","10843586","1960836","16607486","10199913","1118611","591718","1753201","3810240","6384226","886411","16899736","",
"Albania","ALB","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.96433","","","","","","","","","","","","","","","","",
"Albania","ALB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155.235687255859","","","","","","","","","","","","","","","","",
"Albania","ALB","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","10","14","20","16","15","4","","23","","","",
"Albania","ALB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","120","238","391","","386","","","","361","","8","","4","3","5","5","8","3","1","","1","","","",
"Albania","ALB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.82","26.52","31.89","23.84","22.34","18.38","24.53","22.68","17.91","25.77","26.35","41.9","52.48","68.72","124.83","140.71","150.63","148.81","154.14","159.48","165.44","133.42","170.56","203.1","167.16","241.09","238.59","","",
"Albania","ALB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.087569996714592","0.154119998216629","","","","","","","","","","","","","","","","",
"Albania","ALB","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5321983.91","15410498.39","505314.458021101","723627.416065902","7530000","40441133.4106941","17098527.1570284","739036.184704185","13339406.1051136","1650606.39559554","1185804.07535826","740461.814541585","1945283.40574263","2703932.26362696","10991466.0499114","14949446.678663","17149047.0587119","15865804.9184837","19332528.3225106","13222816.6646375","3090068.64083668","6354951.57395391",
"Albania","ALB","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8358857.12","4942627.61","4204267.36202606","6768509.00807782","11850000","12517993.9317724","14487498.7588023","12138446.109668","12703928.1780979","23362460.0492865","22607333.7766244","21881927.417607","24578013.7488837","23163082.2844536","13132426.9115916","26412466.5010989","34784215.2646099","38609323.641355","34763724.472583","31727566.8165585","15183790.9260235","32174451.8695894",
"Andorra","AND","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.571681463252","16.0908387086682","12.0967808426483","23.4558060507799","18.4901780504543","20.6476573542829","23.5947866942069","20.6864866224754","22.6455691893207","24.4309106376305","23.2513189546623","28.4603950348388","32.5215915853416","23.0406088299837","24.3806762508654","13.3076613572665","21.4346319155008","",
"Andorra","AND","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33447890","17938621","10402351","19545650","18990190","19714197","21595662","18015813","18000092","21707609","24238350","33883932","37391323","36290169","36063879","49533520","51383658","",
"Andorra","AND","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","3","3","","","",
"Andorra","AND","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","6","10","12","5","8","","","",
"Andorra","AND","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0.87","2.08","0","0","2.64","0.5","4.7","1.31","4.93","5.02","6.23","1.68","2.55","1.2","0.88","4.53","5.26","4.18","7.96","7.83","1.67","3.19","5.41","8.14","9.44","9.6","","",
"Andorra","AND","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314003.30642395","336888.882126977","",
"Andorra","AND","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264666.163607838","482661.270612958","596311.549435029","429346.900964279","232400.407218102","",
"Arab World","ARB","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.88281357342091","1.88495731784651","3.86930765153784","2.8255482082892","1.86695123575177","1.74780464999408","2.08075834184989","2.00064660760198","4.25248814252474","4.51876253172997","4.47145184083106","5.50698693200967","",
"Arab World","ARB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3191623960","3108630413","2709851392","2615497224","","3544756213","","6884592301","","","",
"Arab World","ARB","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7023.40986464853","7411.8807431584","7911.83622294394","7919.37721059639","8731.41356399869","9431.9593851907","9809.14174472403","11215.5090912889","12028.6217755129","12967.4423044422","14635.5553896822","16099.580968969","18419.92","21842.44","24361.41","27347.11","31112.57","34224.99","36837.68","39907.31","45310.22","48844.78","55701.93","67135.88","76668.96","93956.92","107804.99","","",
"Arab World","ARB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.554036518146431","","","","","","","","","0.698604059410503","0.695399565966109","","","",
"Arab World","ARB","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","1233810.09842321","452559.080276074","1110285.59345826","479999.52011568","769401.583155593","1270116.7981465","2320052.91054409","830147.986468612","1828070.44377977","1248505.22247597","6857146.83247078","2306566.48363866","3110336.18547174","1218152.91473539","12113791.7974301","5384885.99522935","4134818.03929226","1405501.95452616","5807257.65610298","43379176.6685663","50984681.5121339","61075577.2589918","59092853.2161149","73297584.576223","62633819.2531487","99847249.8781775","78702515.7125305","74893529.5256933","165457003.008727","133984587.657052","174411828.808832","318268578.534546","157473828.154303","41334881.8671488","63801539.9242991","48832292.9074367","53838247.2605413","30495082.1401733","102773106.347284","64825403.0959116","65533309.552375","74105128.410574","80221164.3816609","68536886.3385735","72050377.0985413","54980593.9582064","232983997.806664","223308752.117632","69725346.7882535","20218.5071433127",
"Arab World","ARB","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","22702105.810987","28737501.5975307","36049633.6548442","31260717.8831877","32085875.0973955","37093976.8608405","26485775.7963854","15419081.4442301","13137491.9966205","13995057.6784789","12820700.8245249","16468463.0198058","21597085.587616","44407963.1465493","51716893.2480532","62048627.9217176","61495810.2049797","68243385.7993208","78748999.7879266","609512999.112863","224169818.359078","176057689.862943","491829384.014847","566753377.636297","532460827.801471","423152345.967249","402587709.238495","220064041.934977","210484830.340776","164739257.323495","289649778.388442","307148345.103487","541614357.37259","427491669.496561","439332321.859718","472747587.776239","459550248.059478","626471727.447478","648999616.89058","625603530.432091","711648384.772622","813449011.126554","701559871.318683","767850350.346406","893729102.222807","858130489.836141","1007933502.32538","1058939281.46998","1180565827.97094","644519.001973978",
