"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2024 10:00:00 - 02/01/2024 11:00:00","BZN|CH","Without Sequence","51.89","",""
"02/01/2024 11:00:00 - 02/01/2024 12:00:00","BZN|CH","Without Sequence","55.87","",""
"02/01/2024 12:00:00 - 02/01/2024 13:00:00","BZN|CH","Without Sequence","58.49","",""
"02/01/2024 13:00:00 - 02/01/2024 14:00:00","BZN|CH","Without Sequence","61.17","",""
"02/01/2024 14:00:00 - 02/01/2024 15:00:00","BZN|CH","Without Sequence","64.98","",""
"02/01/2024 15:00:00 - 02/01/2024 16:00:00","BZN|CH","Without Sequence","67.44","",""
"02/01/2024 16:00:00 - 02/01/2024 17:00:00","BZN|CH","Without Sequence","72.51","",""
"02/01/2024 17:00:00 - 02/01/2024 18:00:00","BZN|CH","Without Sequence","75.80","",""
"02/01/2024 18:00:00 - 02/01/2024 19:00:00","BZN|CH","Without Sequence","67.84","",""
"02/01/2024 19:00:00 - 02/01/2024 20:00:00","BZN|CH","Without Sequence","60.03","",""
"02/01/2024 20:00:00 - 02/01/2024 21:00:00","BZN|CH","Without Sequence","48.26","",""
"02/01/2024 21:00:00 - 02/01/2024 22:00:00","BZN|CH","Without Sequence","33.12","",""
"02/01/2024 22:00:00 - 02/01/2024 23:00:00","BZN|CH","Without Sequence","28.80","",""
"02/01/2024 23:00:00 - 03/01/2024 00:00:00","BZN|CH","Without Sequence","18.01","",""
"03/01/2024 00:00:00 - 03/01/2024 01:00:00","BZN|CH","Without Sequence","19.45","",""
"03/01/2024 01:00:00 - 03/01/2024 02:00:00","BZN|CH","Without Sequence","15.14","",""
"03/01/2024 02:00:00 - 03/01/2024 03:00:00","BZN|CH","Without Sequence","11.35","",""
"03/01/2024 03:00:00 - 03/01/2024 04:00:00","BZN|CH","Without Sequence","11.32","",""
"03/01/2024 04:00:00 - 03/01/2024 05:00:00","BZN|CH","Without Sequence","11.30","",""
"03/01/2024 05:00:00 - 03/01/2024 06:00:00","BZN|CH","Without Sequence","23.61","",""
"03/01/2024 06:00:00 - 03/01/2024 07:00:00","BZN|CH","Without Sequence","51.91","",""
"03/01/2024 07:00:00 - 03/01/2024 08:00:00","BZN|CH","Without Sequence","60.02","",""
"03/01/2024 08:00:00 - 03/01/2024 09:00:00","BZN|CH","Without Sequence","62.07","",""
"03/01/2024 09:00:00 - 03/01/2024 10:00:00","BZN|CH","Without Sequence","62.88","",""
"03/01/2024 10:00:00 - 03/01/2024 11:00:00","BZN|CH","Without Sequence","58.60","",""
"03/01/2024 11:00:00 - 03/01/2024 12:00:00","BZN|CH","Without Sequence","56.22","",""
"03/01/2024 12:00:00 - 03/01/2024 13:00:00","BZN|CH","Without Sequence","60.03","",""
"03/01/2024 13:00:00 - 03/01/2024 14:00:00","BZN|CH","Without Sequence","64.96","",""
"03/01/2024 14:00:00 - 03/01/2024 15:00:00","BZN|CH","Without Sequence","71.69","",""
"03/01/2024 15:00:00 - 03/01/2024 16:00:00","BZN|CH","Without Sequence","78.19","",""
"03/01/2024 16:00:00 - 03/01/2024 17:00:00","BZN|CH","Without Sequence","75.74","",""
"03/01/2024 17:00:00 - 03/01/2024 18:00:00","BZN|CH","Without Sequence","81.59","",""
"03/01/2024 18:00:00 - 03/01/2024 19:00:00","BZN|CH","Without Sequence","85.96","",""
"03/01/2024 19:00:00 - 03/01/2024 20:00:00","BZN|CH","Without Sequence","82.04","",""
"03/01/2024 20:00:00 - 03/01/2024 21:00:00","BZN|CH","Without Sequence","82.71","",""
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","BZN|CH","Without Sequence","66.99","",""
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","BZN|CH","Without Sequence","65.74","",""
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","BZN|CH","Without Sequence","53.37","",""
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","BZN|CH","Without Sequence","48.43","",""
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","BZN|CH","Without Sequence","40.99","",""
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","BZN|CH","Without Sequence","36.06","",""
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","BZN|CH","Without Sequence","30.12","",""
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","BZN|CH","Without Sequence","32.70","",""
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","BZN|CH","Without Sequence","54.87","",""
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","BZN|CH","Without Sequence","70.73","",""
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","BZN|CH","Without Sequence","84.19","",""
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","BZN|CH","Without Sequence","90.70","",""
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","BZN|CH","Without Sequence","93.95","",""
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","BZN|CH","Without Sequence","91.60","",""
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","BZN|CH","Without Sequence","88.38","",""
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","BZN|CH","Without Sequence","86.53","",""
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","BZN|CH","Without Sequence","87.30","",""
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","BZN|CH","Without Sequence","91.56","",""
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","BZN|CH","Without Sequence","93.79","",""
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","BZN|CH","Without Sequence","104.93","",""
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","BZN|CH","Without Sequence","108.06","",""
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","BZN|CH","Without Sequence","109.09","",""
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","BZN|CH","Without Sequence","108.09","",""
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","BZN|CH","Without Sequence","99.09","",""
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","BZN|CH","Without Sequence","95.45","",""
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","BZN|CH","Without Sequence","92.60","",""
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","BZN|CH","Without Sequence","87.96","",""
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","BZN|CH","Without Sequence","86.80","",""
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","BZN|CH","Without Sequence","81.64","",""
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","BZN|CH","Without Sequence","78.29","",""
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","BZN|CH","Without Sequence","77.21","",""
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","BZN|CH","Without Sequence","76.74","",""
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|CH","Without Sequence","82.90","",""
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|CH","Without Sequence","88.54","",""
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|CH","Without Sequence","100.02","",""
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|CH","Without Sequence","104.07","",""
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|CH","Without Sequence","100.77","",""
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|CH","Without Sequence","98.19","",""
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|CH","Without Sequence","98.01","",""
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|CH","Without Sequence","92.52","",""
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|CH","Without Sequence","93.79","",""
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|CH","Without Sequence","95.08","",""
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|CH","Without Sequence","99.42","",""
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|CH","Without Sequence","100.92","",""
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|CH","Without Sequence","109.05","",""
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|CH","Without Sequence","110.35","",""
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|CH","Without Sequence","105.82","",""
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|CH","Without Sequence","98.25","",""
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|CH","Without Sequence","92.97","",""
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|CH","Without Sequence","88.55","",""
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|CH","Without Sequence","85.87","",""
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|CH","Without Sequence","80.64","",""
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|CH","Without Sequence","76.02","",""
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|CH","Without Sequence","75.63","",""
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|CH","Without Sequence","73.51","",""
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|CH","Without Sequence","73.71","",""
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|CH","Without Sequence","75.03","",""
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|CH","Without Sequence","75.30","",""
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|CH","Without Sequence","80.05","",""
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|CH","Without Sequence","83.97","",""
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|CH","Without Sequence","88.30","",""
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|CH","Without Sequence","90.24","",""
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|CH","Without Sequence","92.29","",""
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|CH","Without Sequence","91.04","",""
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|CH","Without Sequence","89.69","",""
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|CH","Without Sequence","90.22","",""
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|CH","Without Sequence","91.31","",""
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|CH","Without Sequence","95.06","",""
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|CH","Without Sequence","97.84","",""
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|CH","Without Sequence","96.35","",""
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|CH","Without Sequence","92.29","",""
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|CH","Without Sequence","90.20","",""
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|CH","Without Sequence","86.90","",""
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|CH","Without Sequence","86.47","",""
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|CH","Without Sequence","82.47","",""
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|CH","Without Sequence","85.00","",""
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|CH","Without Sequence","80.72","",""
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|CH","Without Sequence","77.53","",""
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|CH","Without Sequence","74.09","",""
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|CH","Without Sequence","72.24","",""
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|CH","Without Sequence","74.05","",""
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|CH","Without Sequence","76.08","",""
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|CH","Without Sequence","79.45","",""
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|CH","Without Sequence","82.53","",""
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|CH","Without Sequence","89.24","",""
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|CH","Without Sequence","93.63","",""
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|CH","Without Sequence","95.40","",""
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|CH","Without Sequence","95.02","",""
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|CH","Without Sequence","91.93","",""
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|CH","Without Sequence","91.87","",""
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|CH","Without Sequence","92.32","",""
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|CH","Without Sequence","96.76","",""
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|CH","Without Sequence","104.77","",""
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|CH","Without Sequence","108.16","",""
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|CH","Without Sequence","104.75","",""
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|CH","Without Sequence","101.75","",""
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|CH","Without Sequence","98.41","",""
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|CH","Without Sequence","96.07","",""
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|CH","Without Sequence","92.28","",""
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|CH","Without Sequence","89.38","",""
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|CH","Without Sequence","88.45","",""
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|CH","Without Sequence","86.55","",""
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|CH","Without Sequence","85.08","",""
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|CH","Without Sequence","85.06","",""
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|CH","Without Sequence","88.57","",""
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|CH","Without Sequence","100.47","",""
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|CH","Without Sequence","108.36","",""
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|CH","Without Sequence","117.83","",""
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|CH","Without Sequence","117.62","",""
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|CH","Without Sequence","112.54","",""
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|CH","Without Sequence","111.62","",""
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|CH","Without Sequence","105.08","",""
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|CH","Without Sequence","104.96","",""
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|CH","Without Sequence","107.84","",""
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|CH","Without Sequence","111.06","",""
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|CH","Without Sequence","119.23","",""
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|CH","Without Sequence","136.73","",""
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|CH","Without Sequence","137.08","",""
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|CH","Without Sequence","128.57","",""
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|CH","Without Sequence","116.55","",""
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|CH","Without Sequence","104.09","",""
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|CH","Without Sequence","102.99","",""
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|CH","Without Sequence","100.93","",""
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|CH","Without Sequence","94.29","",""
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|CH","Without Sequence","93.95","",""
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|CH","Without Sequence","93.07","",""
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|CH","Without Sequence","91.95","",""
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|CH","Without Sequence","91.84","",""
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|CH","Without Sequence","95.77","",""
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|CH","Without Sequence","107.56","",""
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|CH","Without Sequence","126.99","",""
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|CH","Without Sequence","135.76","",""
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|CH","Without Sequence","128.41","",""
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|CH","Without Sequence","112.60","",""
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|CH","Without Sequence","106.91","",""
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|CH","Without Sequence","101.96","",""
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|CH","Without Sequence","102.78","",""
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|CH","Without Sequence","110.73","",""
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|CH","Without Sequence","118.34","",""
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|CH","Without Sequence","129.03","",""
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|CH","Without Sequence","142.72","",""
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|CH","Without Sequence","143.05","",""
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|CH","Without Sequence","132.95","",""
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|CH","Without Sequence","115.89","",""
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|CH","Without Sequence","108.95","",""
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|CH","Without Sequence","103.30","",""
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|CH","Without Sequence","98.72","",""
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|CH","Without Sequence","93.62","",""
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|CH","Without Sequence","91.26","",""
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|CH","Without Sequence","90.59","",""
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|CH","Without Sequence","89.25","",""
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|CH","Without Sequence","89.22","",""
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|CH","Without Sequence","92.00","",""
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|CH","Without Sequence","104.65","",""
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|CH","Without Sequence","123.28","",""
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|CH","Without Sequence","137.62","",""
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|CH","Without Sequence","126.06","",""
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|CH","Without Sequence","114.85","",""
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|CH","Without Sequence","108.61","",""
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|CH","Without Sequence","104.07","",""
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|CH","Without Sequence","103.84","",""
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|CH","Without Sequence","108.57","",""
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|CH","Without Sequence","117.74","",""
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|CH","Without Sequence","125.06","",""
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|CH","Without Sequence","137.26","",""
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|CH","Without Sequence","138.10","",""
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|CH","Without Sequence","128.47","",""
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|CH","Without Sequence","116.27","",""
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|CH","Without Sequence","105.72","",""
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|CH","Without Sequence","102.43","",""
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|CH","Without Sequence","97.53","",""
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|CH","Without Sequence","92.31","",""
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|CH","Without Sequence","89.51","",""
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|CH","Without Sequence","87.18","",""
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|CH","Without Sequence","86.25","",""
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|CH","Without Sequence","86.69","",""
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|CH","Without Sequence","90.33","",""
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|CH","Without Sequence","104.83","",""
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|CH","Without Sequence","121.45","",""
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|CH","Without Sequence","142.42","",""
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|CH","Without Sequence","130.11","",""
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|CH","Without Sequence","115.45","",""
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|CH","Without Sequence","105.77","",""
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|CH","Without Sequence","100.68","",""
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|CH","Without Sequence","100.66","",""
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|CH","Without Sequence","105.21","",""
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|CH","Without Sequence","116.63","",""
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|CH","Without Sequence","125.62","",""
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|CH","Without Sequence","139.26","",""
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|CH","Without Sequence","140.23","",""
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|CH","Without Sequence","133.02","",""
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|CH","Without Sequence","116.64","",""
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|CH","Without Sequence","105.48","",""
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|CH","Without Sequence","101.90","",""
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|CH","Without Sequence","94.71","",""
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|CH","Without Sequence","87.90","",""
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|CH","Without Sequence","85.53","",""
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|CH","Without Sequence","85.33","",""
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|CH","Without Sequence","83.92","",""
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|CH","Without Sequence","84.47","",""
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|CH","Without Sequence","86.55","",""
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|CH","Without Sequence","97.84","",""
"12/01/2024 07:00:00 - 12/01/2024 08:00:00","BZN|CH","Without Sequence","114.93","",""
"12/01/2024 08:00:00 - 12/01/2024 09:00:00","BZN|CH","Without Sequence","133.40","",""
"12/01/2024 09:00:00 - 12/01/2024 10:00:00","BZN|CH","Without Sequence","123.45","",""
"12/01/2024 10:00:00 - 12/01/2024 11:00:00","BZN|CH","Without Sequence","112.54","",""
"12/01/2024 11:00:00 - 12/01/2024 12:00:00","BZN|CH","Without Sequence","105.63","",""
"12/01/2024 12:00:00 - 12/01/2024 13:00:00","BZN|CH","Without Sequence","100.99","",""
