"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"25/05/2024 15:00:00 - 25/05/2024 16:00:00","BZN|CH","Without Sequence","18.35","",""
"25/05/2024 16:00:00 - 25/05/2024 17:00:00","BZN|CH","Without Sequence","50.83","",""
"25/05/2024 17:00:00 - 25/05/2024 18:00:00","BZN|CH","Without Sequence","77.74","",""
"25/05/2024 18:00:00 - 25/05/2024 19:00:00","BZN|CH","Without Sequence","86.20","",""
"25/05/2024 19:00:00 - 25/05/2024 20:00:00","BZN|CH","Without Sequence","88.06","",""
"25/05/2024 20:00:00 - 25/05/2024 21:00:00","BZN|CH","Without Sequence","86.12","",""
"25/05/2024 21:00:00 - 25/05/2024 22:00:00","BZN|CH","Without Sequence","86.12","",""
"25/05/2024 22:00:00 - 25/05/2024 23:00:00","BZN|CH","Without Sequence","85.81","",""
"25/05/2024 23:00:00 - 26/05/2024 00:00:00","BZN|CH","Without Sequence","85.59","",""
"26/05/2024 00:00:00 - 26/05/2024 01:00:00","BZN|CH","Without Sequence","83.62","",""
"26/05/2024 01:00:00 - 26/05/2024 02:00:00","BZN|CH","Without Sequence","84.08","",""
"26/05/2024 02:00:00 - 26/05/2024 03:00:00","BZN|CH","Without Sequence","84.57","",""
"26/05/2024 03:00:00 - 26/05/2024 04:00:00","BZN|CH","Without Sequence","83.24","",""
"26/05/2024 04:00:00 - 26/05/2024 05:00:00","BZN|CH","Without Sequence","83.22","",""
"26/05/2024 05:00:00 - 26/05/2024 06:00:00","BZN|CH","Without Sequence","81.90","",""
"26/05/2024 06:00:00 - 26/05/2024 07:00:00","BZN|CH","Without Sequence","74.75","",""
"26/05/2024 07:00:00 - 26/05/2024 08:00:00","BZN|CH","Without Sequence","65.49","",""
"26/05/2024 08:00:00 - 26/05/2024 09:00:00","BZN|CH","Without Sequence","26.81","",""
"26/05/2024 09:00:00 - 26/05/2024 10:00:00","BZN|CH","Without Sequence","5.52","",""
"26/05/2024 10:00:00 - 26/05/2024 11:00:00","BZN|CH","Without Sequence","-0.96","",""
"26/05/2024 11:00:00 - 26/05/2024 12:00:00","BZN|CH","Without Sequence","-1.99","",""
"26/05/2024 12:00:00 - 26/05/2024 13:00:00","BZN|CH","Without Sequence","-5.20","",""
"26/05/2024 13:00:00 - 26/05/2024 14:00:00","BZN|CH","Without Sequence","-11.10","",""
"26/05/2024 14:00:00 - 26/05/2024 15:00:00","BZN|CH","Without Sequence","-13.58","",""
"26/05/2024 15:00:00 - 26/05/2024 16:00:00","BZN|CH","Without Sequence","-6.55","",""
"26/05/2024 16:00:00 - 26/05/2024 17:00:00","BZN|CH","Without Sequence","-0.03","",""
"26/05/2024 17:00:00 - 26/05/2024 18:00:00","BZN|CH","Without Sequence","51.63","",""
"26/05/2024 18:00:00 - 26/05/2024 19:00:00","BZN|CH","Without Sequence","81.65","",""
"26/05/2024 19:00:00 - 26/05/2024 20:00:00","BZN|CH","Without Sequence","84.08","",""
"26/05/2024 20:00:00 - 26/05/2024 21:00:00","BZN|CH","Without Sequence","87.14","",""
"26/05/2024 21:00:00 - 26/05/2024 22:00:00","BZN|CH","Without Sequence","85.66","",""
"26/05/2024 22:00:00 - 26/05/2024 23:00:00","BZN|CH","Without Sequence","87.72","",""
"26/05/2024 23:00:00 - 27/05/2024 00:00:00","BZN|CH","Without Sequence","86.12","",""
"27/05/2024 00:00:00 - 27/05/2024 01:00:00","BZN|CH","Without Sequence","82.85","",""
"27/05/2024 01:00:00 - 27/05/2024 02:00:00","BZN|CH","Without Sequence","82.52","",""
"27/05/2024 02:00:00 - 27/05/2024 03:00:00","BZN|CH","Without Sequence","79.90","",""
"27/05/2024 03:00:00 - 27/05/2024 04:00:00","BZN|CH","Without Sequence","79.92","",""
"27/05/2024 04:00:00 - 27/05/2024 05:00:00","BZN|CH","Without Sequence","82.75","",""
"27/05/2024 05:00:00 - 27/05/2024 06:00:00","BZN|CH","Without Sequence","86.22","",""
"27/05/2024 06:00:00 - 27/05/2024 07:00:00","BZN|CH","Without Sequence","85.98","",""
"27/05/2024 07:00:00 - 27/05/2024 08:00:00","BZN|CH","Without Sequence","83.57","",""
"27/05/2024 08:00:00 - 27/05/2024 09:00:00","BZN|CH","Without Sequence","86.30","",""
"27/05/2024 09:00:00 - 27/05/2024 10:00:00","BZN|CH","Without Sequence","85.26","",""
"27/05/2024 10:00:00 - 27/05/2024 11:00:00","BZN|CH","Without Sequence","85.84","",""
"27/05/2024 11:00:00 - 27/05/2024 12:00:00","BZN|CH","Without Sequence","84.06","",""
"27/05/2024 12:00:00 - 27/05/2024 13:00:00","BZN|CH","Without Sequence","80.74","",""
"27/05/2024 13:00:00 - 27/05/2024 14:00:00","BZN|CH","Without Sequence","81.57","",""
"27/05/2024 14:00:00 - 27/05/2024 15:00:00","BZN|CH","Without Sequence","74.75","",""
"27/05/2024 15:00:00 - 27/05/2024 16:00:00","BZN|CH","Without Sequence","80.57","",""
"27/05/2024 16:00:00 - 27/05/2024 17:00:00","BZN|CH","Without Sequence","87.04","",""
"27/05/2024 17:00:00 - 27/05/2024 18:00:00","BZN|CH","Without Sequence","87.01","",""
"27/05/2024 18:00:00 - 27/05/2024 19:00:00","BZN|CH","Without Sequence","85.75","",""
"27/05/2024 19:00:00 - 27/05/2024 20:00:00","BZN|CH","Without Sequence","83.20","",""
"27/05/2024 20:00:00 - 27/05/2024 21:00:00","BZN|CH","Without Sequence","83.20","",""
"27/05/2024 21:00:00 - 27/05/2024 22:00:00","BZN|CH","Without Sequence","83.09","",""
"27/05/2024 22:00:00 - 27/05/2024 23:00:00","BZN|CH","Without Sequence","82.86","",""
"27/05/2024 23:00:00 - 28/05/2024 00:00:00","BZN|CH","Without Sequence","82.32","",""
"28/05/2024 00:00:00 - 28/05/2024 01:00:00","BZN|CH","Without Sequence","83.28","",""
"28/05/2024 01:00:00 - 28/05/2024 02:00:00","BZN|CH","Without Sequence","83.28","",""
"28/05/2024 02:00:00 - 28/05/2024 03:00:00","BZN|CH","Without Sequence","84.01","",""
"28/05/2024 03:00:00 - 28/05/2024 04:00:00","BZN|CH","Without Sequence","83.94","",""
"28/05/2024 04:00:00 - 28/05/2024 05:00:00","BZN|CH","Without Sequence","83.30","",""
"28/05/2024 05:00:00 - 28/05/2024 06:00:00","BZN|CH","Without Sequence","83.26","",""
"28/05/2024 06:00:00 - 28/05/2024 07:00:00","BZN|CH","Without Sequence","83.25","",""
"28/05/2024 07:00:00 - 28/05/2024 08:00:00","BZN|CH","Without Sequence","83.27","",""
"28/05/2024 08:00:00 - 28/05/2024 09:00:00","BZN|CH","Without Sequence","83.26","",""
"28/05/2024 09:00:00 - 28/05/2024 10:00:00","BZN|CH","Without Sequence","84.06","",""
"28/05/2024 10:00:00 - 28/05/2024 11:00:00","BZN|CH","Without Sequence","82.76","",""
"28/05/2024 11:00:00 - 28/05/2024 12:00:00","BZN|CH","Without Sequence","80.85","",""
"28/05/2024 12:00:00 - 28/05/2024 13:00:00","BZN|CH","Without Sequence","65.38","",""
"28/05/2024 13:00:00 - 28/05/2024 14:00:00","BZN|CH","Without Sequence","63.96","",""
"28/05/2024 14:00:00 - 28/05/2024 15:00:00","BZN|CH","Without Sequence","62.86","",""
"28/05/2024 15:00:00 - 28/05/2024 16:00:00","BZN|CH","Without Sequence","65.98","",""
"28/05/2024 16:00:00 - 28/05/2024 17:00:00","BZN|CH","Without Sequence","80.74","",""
"28/05/2024 17:00:00 - 28/05/2024 18:00:00","BZN|CH","Without Sequence","83.24","",""
"28/05/2024 18:00:00 - 28/05/2024 19:00:00","BZN|CH","Without Sequence","83.21","",""
"28/05/2024 19:00:00 - 28/05/2024 20:00:00","BZN|CH","Without Sequence","82.03","",""
"28/05/2024 20:00:00 - 28/05/2024 21:00:00","BZN|CH","Without Sequence","82.72","",""
"28/05/2024 21:00:00 - 28/05/2024 22:00:00","BZN|CH","Without Sequence","83.21","",""
"28/05/2024 22:00:00 - 28/05/2024 23:00:00","BZN|CH","Without Sequence","83.22","",""
"28/05/2024 23:00:00 - 29/05/2024 00:00:00","BZN|CH","Without Sequence","83.23","",""
"29/05/2024 00:00:00 - 29/05/2024 01:00:00","BZN|CH","Without Sequence","75.10","",""
"29/05/2024 01:00:00 - 29/05/2024 02:00:00","BZN|CH","Without Sequence","66.38","",""
"29/05/2024 02:00:00 - 29/05/2024 03:00:00","BZN|CH","Without Sequence","65.37","",""
"29/05/2024 03:00:00 - 29/05/2024 04:00:00","BZN|CH","Without Sequence","64.05","",""
"29/05/2024 04:00:00 - 29/05/2024 05:00:00","BZN|CH","Without Sequence","64.89","",""
"29/05/2024 05:00:00 - 29/05/2024 06:00:00","BZN|CH","Without Sequence","68.97","",""
"29/05/2024 06:00:00 - 29/05/2024 07:00:00","BZN|CH","Without Sequence","81.58","",""
"29/05/2024 07:00:00 - 29/05/2024 08:00:00","BZN|CH","Without Sequence","83.46","",""
"29/05/2024 08:00:00 - 29/05/2024 09:00:00","BZN|CH","Without Sequence","83.49","",""
"29/05/2024 09:00:00 - 29/05/2024 10:00:00","BZN|CH","Without Sequence","75.02","",""
"29/05/2024 10:00:00 - 29/05/2024 11:00:00","BZN|CH","Without Sequence","64.98","",""
"29/05/2024 11:00:00 - 29/05/2024 12:00:00","BZN|CH","Without Sequence","65.00","",""
"29/05/2024 12:00:00 - 29/05/2024 13:00:00","BZN|CH","Without Sequence","62.04","",""
"29/05/2024 13:00:00 - 29/05/2024 14:00:00","BZN|CH","Without Sequence","63.10","",""
"29/05/2024 14:00:00 - 29/05/2024 15:00:00","BZN|CH","Without Sequence","62.05","",""
"29/05/2024 15:00:00 - 29/05/2024 16:00:00","BZN|CH","Without Sequence","65.08","",""
"29/05/2024 16:00:00 - 29/05/2024 17:00:00","BZN|CH","Without Sequence","66.95","",""
"29/05/2024 17:00:00 - 29/05/2024 18:00:00","BZN|CH","Without Sequence","83.46","",""
"29/05/2024 18:00:00 - 29/05/2024 19:00:00","BZN|CH","Without Sequence","82.56","",""
"29/05/2024 19:00:00 - 29/05/2024 20:00:00","BZN|CH","Without Sequence","82.47","",""
"29/05/2024 20:00:00 - 29/05/2024 21:00:00","BZN|CH","Without Sequence","82.65","",""
"29/05/2024 21:00:00 - 29/05/2024 22:00:00","BZN|CH","Without Sequence","82.15","",""
"29/05/2024 22:00:00 - 29/05/2024 23:00:00","BZN|CH","Without Sequence","81.73","",""
"29/05/2024 23:00:00 - 30/05/2024 00:00:00","BZN|CH","Without Sequence","80.00","",""
"30/05/2024 00:00:00 - 30/05/2024 01:00:00","BZN|CH","Without Sequence","80.34","",""
"30/05/2024 01:00:00 - 30/05/2024 02:00:00","BZN|CH","Without Sequence","80.17","",""
"30/05/2024 02:00:00 - 30/05/2024 03:00:00","BZN|CH","Without Sequence","80.37","",""
"30/05/2024 03:00:00 - 30/05/2024 04:00:00","BZN|CH","Without Sequence","79.93","",""
"30/05/2024 04:00:00 - 30/05/2024 05:00:00","BZN|CH","Without Sequence","80.10","",""
"30/05/2024 05:00:00 - 30/05/2024 06:00:00","BZN|CH","Without Sequence","79.55","",""
"30/05/2024 06:00:00 - 30/05/2024 07:00:00","BZN|CH","Without Sequence","80.34","",""
"30/05/2024 07:00:00 - 30/05/2024 08:00:00","BZN|CH","Without Sequence","80.38","",""
"30/05/2024 08:00:00 - 30/05/2024 09:00:00","BZN|CH","Without Sequence","81.61","",""
"30/05/2024 09:00:00 - 30/05/2024 10:00:00","BZN|CH","Without Sequence","80.31","",""
"30/05/2024 10:00:00 - 30/05/2024 11:00:00","BZN|CH","Without Sequence","70.14","",""
"30/05/2024 11:00:00 - 30/05/2024 12:00:00","BZN|CH","Without Sequence","65.08","",""
"30/05/2024 12:00:00 - 30/05/2024 13:00:00","BZN|CH","Without Sequence","57.69","",""
"30/05/2024 13:00:00 - 30/05/2024 14:00:00","BZN|CH","Without Sequence","53.55","",""
"30/05/2024 14:00:00 - 30/05/2024 15:00:00","BZN|CH","Without Sequence","51.36","",""
"30/05/2024 15:00:00 - 30/05/2024 16:00:00","BZN|CH","Without Sequence","61.71","",""
"30/05/2024 16:00:00 - 30/05/2024 17:00:00","BZN|CH","Without Sequence","66.80","",""
"30/05/2024 17:00:00 - 30/05/2024 18:00:00","BZN|CH","Without Sequence","82.16","",""
"30/05/2024 18:00:00 - 30/05/2024 19:00:00","BZN|CH","Without Sequence","80.43","",""
"30/05/2024 19:00:00 - 30/05/2024 20:00:00","BZN|CH","Without Sequence","80.78","",""
"30/05/2024 20:00:00 - 30/05/2024 21:00:00","BZN|CH","Without Sequence","82.21","",""
"30/05/2024 21:00:00 - 30/05/2024 22:00:00","BZN|CH","Without Sequence","82.31","",""
"30/05/2024 22:00:00 - 30/05/2024 23:00:00","BZN|CH","Without Sequence","80.91","",""
"30/05/2024 23:00:00 - 31/05/2024 00:00:00","BZN|CH","Without Sequence","80.03","",""
"31/05/2024 00:00:00 - 31/05/2024 01:00:00","BZN|CH","Without Sequence","76.20","",""
"31/05/2024 01:00:00 - 31/05/2024 02:00:00","BZN|CH","Without Sequence","78.88","",""
"31/05/2024 02:00:00 - 31/05/2024 03:00:00","BZN|CH","Without Sequence","79.06","",""
"31/05/2024 03:00:00 - 31/05/2024 04:00:00","BZN|CH","Without Sequence","79.06","",""
"31/05/2024 04:00:00 - 31/05/2024 05:00:00","BZN|CH","Without Sequence","78.89","",""
"31/05/2024 05:00:00 - 31/05/2024 06:00:00","BZN|CH","Without Sequence","76.82","",""
"31/05/2024 06:00:00 - 31/05/2024 07:00:00","BZN|CH","Without Sequence","76.29","",""
"31/05/2024 07:00:00 - 31/05/2024 08:00:00","BZN|CH","Without Sequence","79.15","",""
"31/05/2024 08:00:00 - 31/05/2024 09:00:00","BZN|CH","Without Sequence","79.30","",""
"31/05/2024 09:00:00 - 31/05/2024 10:00:00","BZN|CH","Without Sequence","81.65","",""
"31/05/2024 10:00:00 - 31/05/2024 11:00:00","BZN|CH","Without Sequence","86.38","",""
"31/05/2024 11:00:00 - 31/05/2024 12:00:00","BZN|CH","Without Sequence","87.05","",""
"31/05/2024 12:00:00 - 31/05/2024 13:00:00","BZN|CH","Without Sequence","82.61","",""
"31/05/2024 13:00:00 - 31/05/2024 14:00:00","BZN|CH","Without Sequence","79.24","",""
"31/05/2024 14:00:00 - 31/05/2024 15:00:00","BZN|CH","Without Sequence","78.82","",""
"31/05/2024 15:00:00 - 31/05/2024 16:00:00","BZN|CH","Without Sequence","79.26","",""
"31/05/2024 16:00:00 - 31/05/2024 17:00:00","BZN|CH","Without Sequence","80.97","",""
"31/05/2024 17:00:00 - 31/05/2024 18:00:00","BZN|CH","Without Sequence","79.10","",""
"31/05/2024 18:00:00 - 31/05/2024 19:00:00","BZN|CH","Without Sequence","79.03","",""
"31/05/2024 19:00:00 - 31/05/2024 20:00:00","BZN|CH","Without Sequence","77.05","",""
"31/05/2024 20:00:00 - 31/05/2024 21:00:00","BZN|CH","Without Sequence","75.02","",""
"31/05/2024 21:00:00 - 31/05/2024 22:00:00","BZN|CH","Without Sequence","71.86","",""
"31/05/2024 22:00:00 - 31/05/2024 23:00:00","BZN|CH","Without Sequence","74.68","",""
"31/05/2024 23:00:00 - 01/06/2024 00:00:00","BZN|CH","Without Sequence","77.69","",""
"01/06/2024 00:00:00 - 01/06/2024 01:00:00","BZN|CH","Without Sequence","79.75","",""
"01/06/2024 01:00:00 - 01/06/2024 02:00:00","BZN|CH","Without Sequence","76.68","",""
"01/06/2024 02:00:00 - 01/06/2024 03:00:00","BZN|CH","Without Sequence","70.64","",""
"01/06/2024 03:00:00 - 01/06/2024 04:00:00","BZN|CH","Without Sequence","68.47","",""
"01/06/2024 04:00:00 - 01/06/2024 05:00:00","BZN|CH","Without Sequence","64.29","",""
"01/06/2024 05:00:00 - 01/06/2024 06:00:00","BZN|CH","Without Sequence","58.29","",""
"01/06/2024 06:00:00 - 01/06/2024 07:00:00","BZN|CH","Without Sequence","60.47","",""
"01/06/2024 07:00:00 - 01/06/2024 08:00:00","BZN|CH","Without Sequence","61.26","",""
"01/06/2024 08:00:00 - 01/06/2024 09:00:00","BZN|CH","Without Sequence","59.89","",""
"01/06/2024 09:00:00 - 01/06/2024 10:00:00","BZN|CH","Without Sequence","56.48","",""
"01/06/2024 10:00:00 - 01/06/2024 11:00:00","BZN|CH","Without Sequence","54.29","",""
"01/06/2024 11:00:00 - 01/06/2024 12:00:00","BZN|CH","Without Sequence","30.54","",""
"01/06/2024 12:00:00 - 01/06/2024 13:00:00","BZN|CH","Without Sequence","25.00","",""
"01/06/2024 13:00:00 - 01/06/2024 14:00:00","BZN|CH","Without Sequence","7.70","",""
"01/06/2024 14:00:00 - 01/06/2024 15:00:00","BZN|CH","Without Sequence","4.63","",""
"01/06/2024 15:00:00 - 01/06/2024 16:00:00","BZN|CH","Without Sequence","2.93","",""
"01/06/2024 16:00:00 - 01/06/2024 17:00:00","BZN|CH","Without Sequence","10.82","",""
"01/06/2024 17:00:00 - 01/06/2024 18:00:00","BZN|CH","Without Sequence","42.94","",""
"01/06/2024 18:00:00 - 01/06/2024 19:00:00","BZN|CH","Without Sequence","53.00","",""
"01/06/2024 19:00:00 - 01/06/2024 20:00:00","BZN|CH","Without Sequence","60.52","",""
"01/06/2024 20:00:00 - 01/06/2024 21:00:00","BZN|CH","Without Sequence","61.78","",""
"01/06/2024 21:00:00 - 01/06/2024 22:00:00","BZN|CH","Without Sequence","62.74","",""
"01/06/2024 22:00:00 - 01/06/2024 23:00:00","BZN|CH","Without Sequence","63.10","",""
"01/06/2024 23:00:00 - 02/06/2024 00:00:00","BZN|CH","Without Sequence","61.78","",""
"02/06/2024 00:00:00 - 02/06/2024 01:00:00","BZN|CH","Without Sequence","54.66","",""
"02/06/2024 01:00:00 - 02/06/2024 02:00:00","BZN|CH","Without Sequence","52.92","",""
"02/06/2024 02:00:00 - 02/06/2024 03:00:00","BZN|CH","Without Sequence","47.02","",""
"02/06/2024 03:00:00 - 02/06/2024 04:00:00","BZN|CH","Without Sequence","42.56","",""
"02/06/2024 04:00:00 - 02/06/2024 05:00:00","BZN|CH","Without Sequence","40.82","",""
"02/06/2024 05:00:00 - 02/06/2024 06:00:00","BZN|CH","Without Sequence","26.62","",""
"02/06/2024 06:00:00 - 02/06/2024 07:00:00","BZN|CH","Without Sequence","22.27","",""
"02/06/2024 07:00:00 - 02/06/2024 08:00:00","BZN|CH","Without Sequence","17.09","",""
"02/06/2024 08:00:00 - 02/06/2024 09:00:00","BZN|CH","Without Sequence","17.58","",""
"02/06/2024 09:00:00 - 02/06/2024 10:00:00","BZN|CH","Without Sequence","15.18","",""
"02/06/2024 10:00:00 - 02/06/2024 11:00:00","BZN|CH","Without Sequence","13.11","",""
"02/06/2024 11:00:00 - 02/06/2024 12:00:00","BZN|CH","Without Sequence","5.54","",""
"02/06/2024 12:00:00 - 02/06/2024 13:00:00","BZN|CH","Without Sequence","8.18","",""
"02/06/2024 13:00:00 - 02/06/2024 14:00:00","BZN|CH","Without Sequence","-5.05","",""
"02/06/2024 14:00:00 - 02/06/2024 15:00:00","BZN|CH","Without Sequence","-15.78","",""
"02/06/2024 15:00:00 - 02/06/2024 16:00:00","BZN|CH","Without Sequence","-19.95","",""
"02/06/2024 16:00:00 - 02/06/2024 17:00:00","BZN|CH","Without Sequence","-6.36","",""
"02/06/2024 17:00:00 - 02/06/2024 18:00:00","BZN|CH","Without Sequence","5.16","",""
"02/06/2024 18:00:00 - 02/06/2024 19:00:00","BZN|CH","Without Sequence","22.41","",""
"02/06/2024 19:00:00 - 02/06/2024 20:00:00","BZN|CH","Without Sequence","57.99","",""
"02/06/2024 20:00:00 - 02/06/2024 21:00:00","BZN|CH","Without Sequence","59.54","",""
"02/06/2024 21:00:00 - 02/06/2024 22:00:00","BZN|CH","Without Sequence","66.34","",""
"02/06/2024 22:00:00 - 02/06/2024 23:00:00","BZN|CH","Without Sequence","63.03","",""
"02/06/2024 23:00:00 - 03/06/2024 00:00:00","BZN|CH","Without Sequence","59.55","",""
"03/06/2024 00:00:00 - 03/06/2024 01:00:00","BZN|CH","Without Sequence","74.04","",""
"03/06/2024 01:00:00 - 03/06/2024 02:00:00","BZN|CH","Without Sequence","70.64","",""
"03/06/2024 02:00:00 - 03/06/2024 03:00:00","BZN|CH","Without Sequence","71.07","",""
"03/06/2024 03:00:00 - 03/06/2024 04:00:00","BZN|CH","Without Sequence","71.34","",""
"03/06/2024 04:00:00 - 03/06/2024 05:00:00","BZN|CH","Without Sequence","71.67","",""
"03/06/2024 05:00:00 - 03/06/2024 06:00:00","BZN|CH","Without Sequence","59.14","",""
"03/06/2024 06:00:00 - 03/06/2024 07:00:00","BZN|CH","Without Sequence","60.09","",""
"03/06/2024 07:00:00 - 03/06/2024 08:00:00","BZN|CH","Without Sequence","78.09","",""
"03/06/2024 08:00:00 - 03/06/2024 09:00:00","BZN|CH","Without Sequence","79.97","",""
"03/06/2024 09:00:00 - 03/06/2024 10:00:00","BZN|CH","Without Sequence","76.73","",""
"03/06/2024 10:00:00 - 03/06/2024 11:00:00","BZN|CH","Without Sequence","82.72","",""
"03/06/2024 11:00:00 - 03/06/2024 12:00:00","BZN|CH","Without Sequence","78.41","",""
"03/06/2024 12:00:00 - 03/06/2024 13:00:00","BZN|CH","Without Sequence","76.54","",""
"03/06/2024 13:00:00 - 03/06/2024 14:00:00","BZN|CH","Without Sequence","74.07","",""
"03/06/2024 14:00:00 - 03/06/2024 15:00:00","BZN|CH","Without Sequence","64.79","",""
"03/06/2024 15:00:00 - 03/06/2024 16:00:00","BZN|CH","Without Sequence","68.74","",""
"03/06/2024 16:00:00 - 03/06/2024 17:00:00","BZN|CH","Without Sequence","76.59","",""
"03/06/2024 17:00:00 - 03/06/2024 18:00:00","BZN|CH","Without Sequence","80.32","",""
"03/06/2024 18:00:00 - 03/06/2024 19:00:00","BZN|CH","Without Sequence","75.47","",""
"03/06/2024 19:00:00 - 03/06/2024 20:00:00","BZN|CH","Without Sequence","73.97","",""
"03/06/2024 20:00:00 - 03/06/2024 21:00:00","BZN|CH","Without Sequence","74.08","",""
"03/06/2024 21:00:00 - 03/06/2024 22:00:00","BZN|CH","Without Sequence","74.09","",""
"03/06/2024 22:00:00 - 03/06/2024 23:00:00","BZN|CH","Without Sequence","71.89","",""
"03/06/2024 23:00:00 - 04/06/2024 00:00:00","BZN|CH","Without Sequence","60.00","",""
"04/06/2024 00:00:00 - 04/06/2024 01:00:00","BZN|CH","Without Sequence","85.61","",""
"04/06/2024 01:00:00 - 04/06/2024 02:00:00","BZN|CH","Without Sequence","86.70","",""
"04/06/2024 02:00:00 - 04/06/2024 03:00:00","BZN|CH","Without Sequence","86.99","",""
"04/06/2024 03:00:00 - 04/06/2024 04:00:00","BZN|CH","Without Sequence","87.10","",""
"04/06/2024 04:00:00 - 04/06/2024 05:00:00","BZN|CH","Without Sequence","85.83","",""
"04/06/2024 05:00:00 - 04/06/2024 06:00:00","BZN|CH","Without Sequence","81.76","",""
"04/06/2024 06:00:00 - 04/06/2024 07:00:00","BZN|CH","Without Sequence","82.39","",""
"04/06/2024 07:00:00 - 04/06/2024 08:00:00","BZN|CH","Without Sequence","75.84","",""
"04/06/2024 08:00:00 - 04/06/2024 09:00:00","BZN|CH","Without Sequence","75.95","",""
"04/06/2024 09:00:00 - 04/06/2024 10:00:00","BZN|CH","Without Sequence","79.92","",""
"04/06/2024 10:00:00 - 04/06/2024 11:00:00","BZN|CH","Without Sequence","88.07","",""
"04/06/2024 11:00:00 - 04/06/2024 12:00:00","BZN|CH","Without Sequence","83.70","",""
"04/06/2024 12:00:00 - 04/06/2024 13:00:00","BZN|CH","Without Sequence","68.10","",""
"04/06/2024 13:00:00 - 04/06/2024 14:00:00","BZN|CH","Without Sequence","65.54","",""
"04/06/2024 14:00:00 - 04/06/2024 15:00:00","BZN|CH","Without Sequence","60.76","",""
"04/06/2024 15:00:00 - 04/06/2024 16:00:00","BZN|CH","Without Sequence","64.83","",""
"04/06/2024 16:00:00 - 04/06/2024 17:00:00","BZN|CH","Without Sequence","68.00","",""
"04/06/2024 17:00:00 - 04/06/2024 18:00:00","BZN|CH","Without Sequence","84.42","",""
"04/06/2024 18:00:00 - 04/06/2024 19:00:00","BZN|CH","Without Sequence","75.58","",""
"04/06/2024 19:00:00 - 04/06/2024 20:00:00","BZN|CH","Without Sequence","77.66","",""
"04/06/2024 20:00:00 - 04/06/2024 21:00:00","BZN|CH","Without Sequence","79.98","",""
"04/06/2024 21:00:00 - 04/06/2024 22:00:00","BZN|CH","Without Sequence","74.07","",""
"04/06/2024 22:00:00 - 04/06/2024 23:00:00","BZN|CH","Without Sequence","79.93","",""
"04/06/2024 23:00:00 - 05/06/2024 00:00:00","BZN|CH","Without Sequence","75.11","",""
"05/06/2024 00:00:00 - 05/06/2024 01:00:00","BZN|CH","Without Sequence","65.43","",""
"05/06/2024 01:00:00 - 05/06/2024 02:00:00","BZN|CH","Without Sequence","60.54","",""
"05/06/2024 02:00:00 - 05/06/2024 03:00:00","BZN|CH","Without Sequence","58.36","",""
"05/06/2024 03:00:00 - 05/06/2024 04:00:00","BZN|CH","Without Sequence","60.00","",""
"05/06/2024 04:00:00 - 05/06/2024 05:00:00","BZN|CH","Without Sequence","57.91","",""
"05/06/2024 05:00:00 - 05/06/2024 06:00:00","BZN|CH","Without Sequence","65.00","",""
"05/06/2024 06:00:00 - 05/06/2024 07:00:00","BZN|CH","Without Sequence","79.36","",""
"05/06/2024 07:00:00 - 05/06/2024 08:00:00","BZN|CH","Without Sequence","77.94","",""
"05/06/2024 08:00:00 - 05/06/2024 09:00:00","BZN|CH","Without Sequence","77.10","",""
"05/06/2024 09:00:00 - 05/06/2024 10:00:00","BZN|CH","Without Sequence","79.35","",""
"05/06/2024 10:00:00 - 05/06/2024 11:00:00","BZN|CH","Without Sequence","68.04","",""
"05/06/2024 11:00:00 - 05/06/2024 12:00:00","BZN|CH","Without Sequence","61.69","",""
"05/06/2024 12:00:00 - 05/06/2024 13:00:00","BZN|CH","Without Sequence","47.33","",""
"05/06/2024 13:00:00 - 05/06/2024 14:00:00","BZN|CH","Without Sequence","45.58","",""
"05/06/2024 14:00:00 - 05/06/2024 15:00:00","BZN|CH","Without Sequence","42.36","",""
"05/06/2024 15:00:00 - 05/06/2024 16:00:00","BZN|CH","Without Sequence","60.09","",""
"05/06/2024 16:00:00 - 05/06/2024 17:00:00","BZN|CH","Without Sequence","62.65","",""
"05/06/2024 17:00:00 - 05/06/2024 18:00:00","BZN|CH","Without Sequence","79.93","",""
"05/06/2024 18:00:00 - 05/06/2024 19:00:00","BZN|CH","Without Sequence","76.60","",""
"05/06/2024 19:00:00 - 05/06/2024 20:00:00","BZN|CH","Without Sequence","76.03","",""
"05/06/2024 20:00:00 - 05/06/2024 21:00:00","BZN|CH","Without Sequence","76.96","",""
"05/06/2024 21:00:00 - 05/06/2024 22:00:00","BZN|CH","Without Sequence","83.05","",""
"05/06/2024 22:00:00 - 05/06/2024 23:00:00","BZN|CH","Without Sequence","82.06","",""
"05/06/2024 23:00:00 - 06/06/2024 00:00:00","BZN|CH","Without Sequence","81.08","",""
"06/06/2024 00:00:00 - 06/06/2024 01:00:00","BZN|CH","Without Sequence","76.03","",""
"06/06/2024 01:00:00 - 06/06/2024 02:00:00","BZN|CH","Without Sequence","66.05","",""
"06/06/2024 02:00:00 - 06/06/2024 03:00:00","BZN|CH","Without Sequence","66.03","",""
"06/06/2024 03:00:00 - 06/06/2024 04:00:00","BZN|CH","Without Sequence","71.23","",""
"06/06/2024 04:00:00 - 06/06/2024 05:00:00","BZN|CH","Without Sequence","68.06","",""
