Capital Investment Budgeted,Construction Complexity,Design Complexity,Operative + Fuel Costs,Design Maturity,Licensing Status,Supplier Availbility,Discharge Burnup,Load following Capabilities,Net Power Output,Thermal Efficiency,Electricity Market Benefit,GHGe Benefit,Nuclear Waste,Percived Safety
0.598,0.053,0.053,0.068,0.001,0.001,0.001,0.004,0.046,0.047,0.034,0.001,0.001,0.084,0.007
0.635,0.057,0.057,0.072,0.001,0.001,0.001,0.005,0.048,0.077,0.037,0.001,0.001,0.007,0.001
0.613,0.055,0.116,0.069,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.007,0.001
0.507,0.041,0.041,0.051,0.001,0.001,0.001,0.009,0.042,0.079,0.223,0.001,0.001,0.002,0.001
0.559,0.132,0.05,0.063,0.001,0.002,0.002,0.004,0.043,0.047,0.032,0.024,0.033,0.006,0.003
0.001,0.001,0.001,0.184,0.009,0.001,0.001,0.132,0.103,0.001,0.275,0.001,0.001,0.288,0.001
0.371,0.015,0.015,0.017,0.001,0.001,0.001,0.018,0.517,0.024,0.017,0.001,0.001,0.001,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.019,0.004,0.001,0.002,0.002,0.002,0.001,0.011,0.001,0.328,0.129,0.298,0.168,0.033,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.043,0.349,0.173,0.145,0.025,0.029,0.022,0.009,0.003,0.081,0.055,0.012,0.01,0.003,0.04
0.584,0.054,0.052,0.066,0.014,0.007,0.051,0.004,0.044,0.046,0.034,0.001,0.018,0.02,0.005
0.65,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.055,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.097,0.007,0.007,0.009,0.001,0.001,0.001,0.026,0.007,0.215,0.623,0.001,0.001,0.002,0.001
0.56,0.193,0.05,0.063,0.001,0.001,0.001,0.004,0.043,0.044,0.032,0.001,0.001,0.006,0.001
0.598,0.053,0.053,0.068,0.001,0.001,0.001,0.004,0.046,0.07,0.034,0.001,0.001,0.068,0.001
0.635,0.057,0.057,0.072,0.001,0.002,0.026,0.005,0.048,0.05,0.037,0.001,0.001,0.007,0.001
0.435,0.373,0.038,0.049,0.001,0.001,0.001,0.003,0.033,0.034,0.025,0.001,0.001,0.004,0.001
0.616,0.083,0.083,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.007,0.001
0.598,0.138,0.053,0.067,0.001,0.001,0.001,0.004,0.046,0.047,0.034,0.001,0.001,0.006,0.001
0.364,0.027,0.027,0.031,0.001,0.001,0.001,0.015,0.034,0.119,0.377,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.014,0.001,0.157,0.011,0.001,0.015,0.001,0.023,0.001,0.718,0.049,0.001,0.007,0.001,0.001
0.013,0.001,0.001,0.001,0.015,0.001,0.001,0.033,0.001,0.896,0.001,0.001,0.001,0.033,0.001
0.727,0.05,0.053,0.042,0.001,0.002,0.001,0.005,0.072,0.026,0.013,0.002,0.002,0.002,0.001
0.65,0.058,0.058,0.073,0.001,0.005,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.648,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.059,0.037,0.001,0.001,0.007,0.001
0.639,0.057,0.057,0.072,0.001,0.022,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.464,0.282,0.041,0.052,0.001,0.001,0.001,0.003,0.035,0.086,0.026,0.001,0.001,0.005,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.602,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.084,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.59,0.149,0.053,0.067,0.001,0.001,0.001,0.004,0.045,0.047,0.034,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.52,0.099,0.099,0.059,0.005,0.001,0.003,0.004,0.04,0.041,0.03,0.039,0.005,0.005,0.051
0.442,0.036,0.036,0.045,0.001,0.001,0.001,0.011,0.036,0.308,0.073,0.001,0.001,0.006,0.001
0.652,0.058,0.059,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.537,0.121,0.152,0.06,0.001,0.001,0.001,0.004,0.041,0.042,0.031,0.001,0.001,0.006,0.001
0.623,0.056,0.056,0.07,0.001,0.046,0.001,0.004,0.048,0.049,0.036,0.001,0.001,0.007,0.001
0.641,0.057,0.057,0.073,0.001,0.018,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.457,0.04,0.307,0.051,0.001,0.001,0.001,0.003,0.035,0.036,0.026,0.001,0.001,0.039,0.001
0.618,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.036,0.001,0.001,0.06,0.001
0.644,0.057,0.057,0.073,0.014,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.315,0.265,0.267,0.035,0.001,0.001,0.001,0.002,0.024,0.024,0.018,0.001,0.001,0.044,0.001
0.646,0.058,0.058,0.073,0.011,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.652,0.059,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.053,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.564,0.1,0.065,0.064,0.001,0.001,0.001,0.004,0.043,0.116,0.032,0.001,0.001,0.006,0.001
0.039,0.006,0.006,0.01,0.005,0.001,0.001,0.04,0.005,0.718,0.145,0.001,0.001,0.017,0.005
0.381,0.034,0.034,0.043,0.001,0.001,0.001,0.002,0.029,0.03,0.021,0.391,0.001,0.031,0.001
0.641,0.057,0.057,0.072,0.001,0.019,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.652,0.059,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.612,0.054,0.118,0.069,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.007,0.001
0.019,0.001,0.098,0.207,0.017,0.001,0.001,0.016,0.001,0.203,0.407,0.001,0.025,0.003,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.506,0.173,0.142,0.057,0.001,0.001,0.001,0.003,0.038,0.04,0.029,0.001,0.001,0.005,0.001
0.128,0.009,0.009,0.012,0.001,0.001,0.001,0.017,0.01,0.399,0.408,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.002,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.65,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.011,0.001
0.329,0.02,0.019,0.021,0.022,0.001,0.001,0.016,0.06,0.392,0.006,0.042,0.001,0.048,0.023
0.613,0.115,0.055,0.069,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.101,0.007,0.007,0.009,0.001,0.001,0.001,0.026,0.008,0.214,0.619,0.001,0.001,0.002,0.001
0.372,0.021,0.157,0.043,0.026,0.127,0.002,0.007,0.026,0.036,0.015,0.002,0.003,0.138,0.026
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.651,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.054,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.645,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.018,0.001
0.652,0.058,0.058,0.074,0.001,0.002,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.114,0.008,0.008,0.01,0.001,0.001,0.001,0.016,0.009,0.435,0.392,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.63,0.092,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.65,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.055,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.65,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.056,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.231,0.018,0.018,0.022,0.001,0.001,0.001,0.021,0.019,0.171,0.493,0.001,0.001,0.002,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.4,0.041,0.365,0.045,0.001,0.001,0.001,0.003,0.03,0.031,0.023,0.001,0.001,0.056,0.001
0.645,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.063,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.024,0.001,0.001,0.02,0.001,0.001,0.001,0.029,0.001,0.235,0.681,0.001,0.001,0.002,0.001
0.563,0.05,0.05,0.063,0.001,0.001,0.001,0.004,0.043,0.118,0.032,0.001,0.065,0.006,0.001
0.573,0.049,0.048,0.059,0.007,0.038,0.014,0.004,0.038,0.037,0.049,0.03,0.018,0.03,0.007
0.639,0.078,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.632,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.039,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.111,0.008,0.008,0.01,0.001,0.001,0.001,0.026,0.009,0.211,0.61,0.001,0.001,0.002,0.001
0.04,0.002,0.002,0.003,0.001,0.001,0.001,0.029,0.003,0.234,0.679,0.001,0.001,0.002,0.001
0.642,0.07,0.061,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.642,0.057,0.057,0.073,0.001,0.017,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.652,0.059,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.03,0.001,0.001,0.001,0.001,0.001,0.001,0.761,0.001,0.197,0.001,0.001,0.001,0.001,0.001
0.615,0.056,0.061,0.07,0.001,0.001,0.001,0.004,0.047,0.066,0.035,0.034,0.001,0.007,0.001
0.559,0.05,0.05,0.063,0.001,0.014,0.132,0.004,0.043,0.044,0.032,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.424,0.037,0.037,0.048,0.028,0.002,0.002,0.003,0.032,0.033,0.024,0.028,0.028,0.025,0.248
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.632,0.088,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.088,0.006,0.006,0.008,0.001,0.001,0.001,0.027,0.007,0.218,0.632,0.001,0.001,0.002,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.021,0.004,0.001,0.001,0.001,0.001,0.001,0.038,0.001,0.499,0.429,0.001,0.001,0.001,0.001
0.65,0.058,0.058,0.074,0.001,0.005,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.599,0.136,0.053,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.034,0.001,0.001,0.006,0.001
0.732,0.038,0.075,0.051,0.002,0.001,0.001,0.005,0.05,0.026,0.014,0.001,0.001,0.001,0.002
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.627,0.056,0.056,0.071,0.001,0.04,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.597,0.053,0.053,0.067,0.001,0.001,0.001,0.004,0.045,0.047,0.034,0.001,0.087,0.007,0.001
0.618,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.103,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.65,0.058,0.058,0.073,0.005,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.016,0.002,0.195,0.026,0.001,0.001,0.001,0.283,0.001,0.468,0.001,0.001,0.001,0.001,0.001
0.501,0.044,0.044,0.056,0.001,0.022,0.213,0.003,0.038,0.04,0.029,0.001,0.001,0.005,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.441,0.035,0.035,0.044,0.001,0.001,0.02,0.011,0.037,0.096,0.274,0.001,0.001,0.002,0.001
0.017,0.001,0.001,0.001,0.007,0.001,0.001,0.034,0.001,0.824,0.107,0.001,0.001,0.001,0.001
0.016,0.003,0.001,0.2,0.002,0.001,0.001,0.027,0.001,0.686,0.059,0.001,0.001,0.001,0.001
0.503,0.045,0.045,0.057,0.138,0.015,0.015,0.003,0.038,0.105,0.029,0.001,0.001,0.005,0.001
0.651,0.06,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.645,0.058,0.058,0.073,0.001,0.001,0.013,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.619,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.101,0.036,0.001,0.001,0.007,0.001
0.613,0.055,0.055,0.069,0.001,0.005,0.057,0.004,0.047,0.049,0.035,0.001,0.001,0.007,0.001
0.061,0.004,0.004,0.005,0.001,0.001,0.001,0.028,0.004,0.227,0.658,0.001,0.001,0.002,0.001
0.02,0.001,0.087,0.366,0.021,0.001,0.001,0.023,0.001,0.257,0.201,0.001,0.018,0.001,0.001
0.057,0.004,0.004,0.118,0.001,0.001,0.001,0.024,0.004,0.2,0.58,0.001,0.001,0.002,0.001
0.429,0.382,0.038,0.048,0.001,0.001,0.001,0.003,0.032,0.034,0.024,0.001,0.001,0.004,0.001
0.651,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.009,0.001
0.083,0.006,0.006,0.007,0.001,0.001,0.001,0.012,0.006,0.337,0.304,0.001,0.001,0.233,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.356,0.028,0.028,0.035,0.001,0.001,0.001,0.015,0.03,0.129,0.371,0.001,0.001,0.002,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.644,0.058,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.02,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.007,0.001,0.001,0.001,0.001,0.001,0.001,0.824,0.001,0.152,0.006,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.628,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.088,0.036,0.001,0.001,0.007,0.001
0.585,0.052,0.052,0.066,0.001,0.01,0.097,0.004,0.045,0.046,0.034,0.001,0.001,0.006,0.001
0.006,0.003,0.325,0.079,0.004,0.001,0.001,0.017,0.001,0.107,0.006,0.001,0.001,0.443,0.005
0.603,0.054,0.13,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.017,0.084,0.001,0.372,0.024,0.001,0.001,0.023,0.001,0.152,0.167,0.001,0.001,0.154,0.001
0.63,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.085,0.036,0.001,0.001,0.007,0.001
0.644,0.057,0.07,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.647,0.058,0.061,0.073,0.001,0.001,0.001,0.005,0.049,0.057,0.037,0.001,0.001,0.007,0.001
0.621,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.036,0.001,0.001,0.056,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.639,0.068,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.06,0.037,0.001,0.001,0.007,0.001
0.056,0.004,0.004,0.005,0.001,0.001,0.001,0.028,0.004,0.229,0.663,0.001,0.001,0.002,0.001
0.505,0.271,0.045,0.057,0.001,0.001,0.001,0.003,0.038,0.04,0.029,0.001,0.001,0.005,0.001
0.244,0.019,0.019,0.07,0.001,0.001,0.001,0.012,0.02,0.22,0.304,0.017,0.019,0.052,0.001
0.615,0.055,0.055,0.069,0.001,0.001,0.001,0.004,0.047,0.107,0.035,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.64,0.057,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.009,0.012,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.629,0.056,0.056,0.071,0.001,0.01,0.001,0.005,0.048,0.077,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.611,0.054,0.054,0.069,0.001,0.028,0.001,0.004,0.047,0.049,0.035,0.001,0.037,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.63,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.042,0.001
0.601,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.126,0.035,0.001,0.001,0.006,0.001
0.05,0.003,0.003,0.055,0.001,0.001,0.001,0.027,0.003,0.7,0.15,0.001,0.001,0.003,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.015,0.004,0.789,0.057,0.001,0.001,0.027,0.002,0.001,0.013,0.085,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.627,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.046,0.001
0.524,0.047,0.047,0.059,0.164,0.018,0.018,0.004,0.04,0.041,0.03,0.001,0.001,0.005,0.001
0.641,0.057,0.074,0.072,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.651,0.058,0.058,0.074,0.001,0.003,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.059,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.407,0.028,0.033,0.044,0.038,0.027,0.34,0.003,0.017,0.022,0.021,0.001,0.001,0.004,0.015
0.627,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.046,0.001
0.449,0.04,0.352,0.05,0.001,0.001,0.001,0.003,0.034,0.035,0.026,0.001,0.001,0.005,0.001
0.619,0.055,0.106,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.036,0.001,0.001,0.007,0.001
