Capital Investment Budgeted,Construction Complexity,Design Complexity,Operative + Fuel Costs,Design Maturity,Licensing Status,Supplier Availbility,Discharge Burnup,Load following Capabilities,Net Power Output,Thermal Efficiency,Electricity Market Benefit,GHGe Benefit,Nuclear Waste,Percived Safety
0.576,0.051,0.051,0.065,0.001,0.001,0.001,0.004,0.044,0.088,0.033,0.002,0.001,0.081,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.651,0.058,0.06,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.613,0.055,0.055,0.069,0.012,0.001,0.017,0.004,0.047,0.049,0.035,0.001,0.006,0.035,0.002
0.038,0.002,0.002,0.003,0.001,0.001,0.001,0.029,0.002,0.235,0.681,0.001,0.001,0.002,0.001
0.014,0.001,0.004,0.002,0.003,0.003,0.004,0.03,0.001,0.858,0.001,0.007,0.029,0.043,0.001
0.647,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.015,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.008,0.001
0.583,0.052,0.052,0.066,0.001,0.001,0.001,0.004,0.044,0.046,0.034,0.001,0.106,0.008,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.339,0.03,0.03,0.038,0.001,0.001,0.001,0.002,0.025,0.026,0.019,0.001,0.451,0.036,0.001
0.595,0.053,0.053,0.067,0.001,0.002,0.022,0.004,0.045,0.047,0.034,0.068,0.001,0.006,0.001
0.573,0.173,0.051,0.065,0.001,0.001,0.001,0.004,0.044,0.045,0.033,0.001,0.001,0.006,0.001
0.612,0.117,0.055,0.069,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.007,0.001
0.619,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.036,0.001,0.001,0.059,0.001
0.578,0.051,0.051,0.065,0.001,0.004,0.041,0.004,0.044,0.055,0.033,0.001,0.035,0.035,0.001
0.639,0.057,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.072,0.037,0.001,0.001,0.007,0.001
0.589,0.052,0.15,0.066,0.001,0.001,0.001,0.004,0.045,0.047,0.034,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.328,0.026,0.026,0.032,0.001,0.001,0.001,0.013,0.027,0.11,0.315,0.057,0.058,0.003,0.001
0.018,0.003,0.001,0.001,0.001,0.001,0.001,0.024,0.001,0.672,0.273,0.001,0.001,0.001,0.001
0.646,0.058,0.068,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.631,0.056,0.056,0.071,0.001,0.035,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.182,0.054,0.156,0.014,0.019,0.027,0.161,0.001,0.005,0.011,0.006,0.149,0.139,0.012,0.064
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.465,0.037,0.037,0.046,0.001,0.001,0.001,0.011,0.039,0.093,0.264,0.001,0.001,0.002,0.001
0.468,0.302,0.046,0.053,0.002,0.017,0.001,0.003,0.036,0.037,0.027,0.001,0.001,0.005,0.001
0.635,0.057,0.072,0.072,0.001,0.001,0.001,0.005,0.048,0.062,0.037,0.001,0.001,0.007,0.001
0.562,0.05,0.051,0.063,0.001,0.001,0.001,0.004,0.043,0.044,0.032,0.001,0.135,0.01,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.639,0.057,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.028,0.001
0.643,0.057,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.066,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.637,0.057,0.057,0.072,0.001,0.024,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.053,0.038,0.001,0.001,0.007,0.001
0.649,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.006
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.612,0.055,0.055,0.069,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.069,0.001
0.619,0.055,0.107,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.036,0.001,0.001,0.007,0.001
0.021,0.001,0.001,0.001,0.001,0.001,0.001,0.071,0.001,0.545,0.352,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.555,0.049,0.049,0.063,0.001,0.014,0.138,0.004,0.042,0.044,0.032,0.001,0.001,0.006,0.001
0.648,0.065,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.052,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.649,0.058,0.058,0.073,0.007,0.001,0.001,0.005,0.049,0.052,0.037,0.001,0.001,0.007,0.001
0.645,0.058,0.069,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.498,0.282,0.044,0.056,0.001,0.001,0.001,0.003,0.038,0.039,0.028,0.001,0.001,0.005,0.001
0.606,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.12,0.035,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.431,0.376,0.04,0.048,0.001,0.001,0.001,0.003,0.033,0.034,0.024,0.001,0.001,0.004,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.649,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.057,0.037,0.001,0.001,0.007,0.001
0.611,0.054,0.054,0.069,0.001,0.001,0.001,0.004,0.047,0.052,0.035,0.001,0.001,0.068,0.001
0.462,0.041,0.041,0.052,0.001,0.001,0.001,0.003,0.035,0.036,0.026,0.268,0.001,0.021,0.01
0.582,0.052,0.052,0.066,0.092,0.01,0.01,0.004,0.044,0.046,0.033,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.031,0.427,0.001,0.031,0.047,0.028,0.39,0.001,0.003,0.009,0.004,0.001,0.024,0.001,0.001
0.65,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.056,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.624,0.056,0.056,0.07,0.001,0.045,0.001,0.004,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.006,0.001,0.001,0.565,0.001,0.003,0.001,0.025,0.011,0.014,0.007,0.348,0.001,0.014,0.001
0.585,0.052,0.142,0.066,0.001,0.001,0.001,0.004,0.045,0.046,0.034,0.001,0.015,0.006,0.001
0.645,0.058,0.058,0.073,0.001,0.013,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.644,0.057,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.021,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.039,0.002,0.002,0.003,0.001,0.001,0.001,0.029,0.002,0.753,0.161,0.001,0.001,0.003,0.001
0.357,0.028,0.028,0.035,0.001,0.001,0.001,0.015,0.03,0.129,0.37,0.001,0.001,0.002,0.001
0.51,0.045,0.045,0.057,0.001,0.001,0.001,0.003,0.039,0.107,0.029,0.148,0.001,0.011,0.001
0.615,0.064,0.059,0.069,0.001,0.001,0.001,0.004,0.047,0.051,0.035,0.043,0.001,0.007,0.001
0.531,0.23,0.036,0.044,0.014,0.016,0.015,0.002,0.044,0.016,0.013,0.007,0.007,0.008,0.016
0.601,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.085,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.624,0.056,0.056,0.071,0.001,0.044,0.001,0.004,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.014,0.434,0.064,0.041,0.001,0.044,0.046,0.021,0.002,0.074,0.133,0.04,0.04,0.044,0.002
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.603,0.054,0.054,0.068,0.001,0.001,0.001,0.004,0.046,0.048,0.035,0.001,0.001,0.083,0.001
0.019,0.001,0.395,0.148,0.001,0.001,0.001,0.008,0.001,0.252,0.168,0.001,0.001,0.001,0.001
0.65,0.058,0.063,0.073,0.001,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.054,0.394,0.051,0.034,0.001,0.001,0.001,0.001,0.005,0.009,0.004,0.001,0.404,0.04,0.001
0.076,0.005,0.005,0.007,0.001,0.001,0.001,0.034,0.006,0.276,0.582,0.001,0.001,0.003,0.001
0.033,0.022,0.002,0.002,0.001,0.001,0.001,0.027,0.002,0.218,0.633,0.001,0.001,0.056,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.631,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.04,0.001
0.202,0.015,0.015,0.019,0.001,0.001,0.001,0.022,0.017,0.18,0.521,0.001,0.001,0.002,0.001
0.558,0.08,0.05,0.063,0.001,0.001,0.001,0.004,0.042,0.064,0.032,0.001,0.095,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.642,0.057,0.057,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.014,0.001,0.007,0.003
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.628,0.056,0.094,0.071,0.001,0.001,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.65,0.058,0.062,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.033,0.002,0.002,0.002,0.001,0.001,0.001,0.018,0.002,0.491,0.443,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.609,0.054,0.054,0.069,0.001,0.001,0.001,0.004,0.046,0.116,0.035,0.001,0.001,0.006,0.001
0.64,0.057,0.057,0.072,0.001,0.021,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.592,0.053,0.093,0.067,0.001,0.054,0.001,0.004,0.045,0.047,0.034,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.008,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.317,0.028,0.213,0.035,0.014,0.028,0.261,0.002,0.024,0.025,0.018,0.009,0.009,0.003,0.015
0.629,0.078,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.065,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.13,0.044,0.008,0.01,0.148,0.024,0.194,0.01,0.012,0.094,0.095,0.035,0.013,0.012,0.171
0.032,0.002,0.002,0.036,0.001,0.001,0.001,0.028,0.002,0.733,0.157,0.001,0.001,0.003,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.648,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.059,0.037,0.001,0.001,0.007,0.001
0.635,0.057,0.057,0.072,0.009,0.018,0.001,0.005,0.048,0.05,0.037,0.001,0.001,0.008,0.001
0.257,0.02,0.02,0.025,0.001,0.104,0.001,0.008,0.021,0.22,0.199,0.115,0.001,0.008,0.001
0.616,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.035,0.001,0.001,0.062,0.001
0.652,0.059,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.646,0.062,0.063,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.416,0.035,0.081,0.097,0.001,0.001,0.001,0.011,0.015,0.072,0.266,0.001,0.001,0.001,0.001
0.531,0.047,0.235,0.06,0.001,0.001,0.001,0.004,0.04,0.042,0.03,0.001,0.001,0.006,0.001
0.635,0.057,0.057,0.072,0.001,0.028,0.001,0.005,0.048,0.05,0.037,0.001,0.001,0.007,0.001
0.575,0.051,0.17,0.065,0.001,0.001,0.001,0.004,0.044,0.046,0.033,0.001,0.001,0.006,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.481,0.044,0.05,0.054,0.005,0.005,0.005,0.003,0.037,0.042,0.027,0.005,0.221,0.017,0.005
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.001,0.051,0.001,0.001,0.001,0.001,0.001,0.146,0.683,0.097,0.012,0.001,0.001,0.001,0.001
0.15,0.011,0.011,0.014,0.001,0.001,0.001,0.024,0.012,0.198,0.571,0.001,0.001,0.002,0.001
0.587,0.052,0.052,0.066,0.001,0.001,0.001,0.004,0.045,0.047,0.034,0.101,0.001,0.007,0.001
0.647,0.058,0.067,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.645,0.058,0.058,0.073,0.002,0.001,0.001,0.005,0.049,0.062,0.037,0.001,0.001,0.007,0.001
0.532,0.063,0.171,0.055,0.002,0.001,0.007,0.003,0.023,0.039,0.023,0.001,0.064,0.009,0.006
0.652,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.053,0.038,0.001,0.001,0.007,0.001
0.652,0.059,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.101,0.007,0.007,0.009,0.001,0.001,0.001,0.026,0.008,0.214,0.619,0.001,0.001,0.002,0.001
0.649,0.063,0.058,0.073,0.001,0.001,0.001,0.005,0.05,0.052,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.647,0.058,0.067,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.037,0.006,0.002,0.003,0.001,0.001,0.001,0.029,0.002,0.234,0.678,0.001,0.001,0.002,0.001
0.631,0.056,0.056,0.071,0.001,0.034,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.631,0.056,0.056,0.071,0.001,0.034,0.001,0.005,0.048,0.05,0.036,0.001,0.001,0.007,0.001
0.514,0.259,0.046,0.058,0.001,0.001,0.001,0.004,0.039,0.041,0.029,0.001,0.001,0.005,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.641,0.057,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.054,0.037,0.001,0.001,0.021,0.001
0.622,0.055,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.097,0.036,0.001,0.001,0.007,0.001
0.021,0.001,0.016,0.001,0.009,0.019,0.025,0.023,0.001,0.552,0.307,0.007,0.007,0.001,0.01
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.646,0.058,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.052,0.037,0.001,0.001,0.017,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.624,0.056,0.056,0.07,0.001,0.001,0.001,0.004,0.048,0.094,0.036,0.001,0.001,0.007,0.001
0.645,0.069,0.058,0.073,0.001,0.001,0.001,0.005,0.049,0.051,0.037,0.001,0.001,0.007,0.001
0.62,0.105,0.055,0.07,0.001,0.001,0.001,0.004,0.047,0.049,0.036,0.001,0.001,0.007,0.001
0.631,0.056,0.056,0.071,0.001,0.001,0.001,0.005,0.048,0.083,0.036,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.229,0.109,0.076,0.025,0.043,0.02,0.185,0.001,0.017,0.047,0.012,0.086,0.086,0.032,0.032
0.651,0.058,0.058,0.074,0.001,0.003,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.126,0.008,0.008,0.247,0.001,0.001,0.002,0.024,0.022,0.001,0.22,0.238,0.001,0.1,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
0.609,0.098,0.054,0.069,0.001,0.001,0.001,0.004,0.046,0.072,0.035,0.001,0.001,0.006,0.001
0.641,0.057,0.057,0.072,0.001,0.001,0.001,0.005,0.049,0.068,0.037,0.001,0.001,0.007,0.001
0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.044,0.015,0.001,0.918,0.001,0.001,0.001,0.001
0.653,0.058,0.058,0.074,0.001,0.001,0.001,0.005,0.05,0.052,0.038,0.001,0.001,0.007,0.001
